Municipio_residencia,Estado_residencia,Municipio_ocorrencia,Estado_ocorrencia,ano,faixa_etaria,sexo,Cod_CID_10,dcid_capitulo,total_obitos
Inhumas,GO,Inhumas,GO,2011.0,70 A 79 ANOS,MASCULINO,K564,XI,1
Inhumas,GO,Inhumas,GO,2011.0,70 A 79 ANOS,MASCULINO,R961,XVIII,1
Inhumas,GO,Inhumas,GO,2011.0,70 A 79 ANOS,MASCULINO,R99,XVIII,1
Inhumas,GO,Inhumas,GO,2011.0,70 A 79 ANOS,MASCULINO,V294,XX,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,B572,I,2
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,C798,II,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,E149,IV,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,I10,IX,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,I219,IX,2
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,I500,IX,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,I694,IX,2
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,G309,VI,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,J180,X,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,J189,X,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,J440,X,2
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,J449,X,2
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,K831,XI,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,K920,XI,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,L89,XII,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,R54,XVIII,3
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,FEMININO,R99,XVIII,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,A419,I,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,C833,II,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,C959,II,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,E149,IV,4
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,E46,IV,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,I10,IX,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,I219,IX,4
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,I429,IX,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,I500,IX,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,I694,IX,2
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,G20,VI,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,J189,X,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,J440,X,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,N19,XIV,1
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,R54,XVIII,2
Inhumas,GO,Inhumas,GO,2011.0,80 ANOS E MAIS,MASCULINO,R99,XVIII,1
Inhumas,GO,Inhumas,GO,2011.0,NÃƒO INFORMADO,MASCULINO,P073,XVI,1
Inhumas,GO,NerÃ³polis,GO,2011.0,20 A 29 ANOS,FEMININO,I64,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,20 A 29 ANOS,MASCULINO,J189,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,30 A 39 ANOS,MASCULINO,I500,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,30 A 39 ANOS,MASCULINO,K703,XI,1
Inhumas,GO,NerÃ³polis,GO,2011.0,40 A 49 ANOS,FEMININO,I219,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,40 A 49 ANOS,FEMININO,K746,XI,1
Inhumas,GO,NerÃ³polis,GO,2011.0,40 A 49 ANOS,MASCULINO,E149,IV,1
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,FEMININO,I500,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,FEMININO,I64,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,FEMININO,J180,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,FEMININO,J189,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,FEMININO,J440,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,MASCULINO,C19,II,1
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,MASCULINO,E142,IV,1
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,MASCULINO,E149,IV,2
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,MASCULINO,I219,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,MASCULINO,I422,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,MASCULINO,J439,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,50 A 59 ANOS,MASCULINO,J440,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,60 A 69 ANOS,FEMININO,E119,IV,1
Inhumas,GO,NerÃ³polis,GO,2011.0,60 A 69 ANOS,FEMININO,E145,IV,1
Inhumas,GO,NerÃ³polis,GO,2011.0,60 A 69 ANOS,FEMININO,I500,IX,3
Inhumas,GO,NerÃ³polis,GO,2011.0,60 A 69 ANOS,FEMININO,I64,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,60 A 69 ANOS,FEMININO,I678,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,60 A 69 ANOS,FEMININO,G309,VI,1
Inhumas,GO,NerÃ³polis,GO,2011.0,60 A 69 ANOS,FEMININO,J440,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,60 A 69 ANOS,MASCULINO,C349,II,1
Inhumas,GO,NerÃ³polis,GO,2011.0,60 A 69 ANOS,MASCULINO,I219,IX,2
Inhumas,GO,NerÃ³polis,GO,2011.0,60 A 69 ANOS,MASCULINO,I269,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,60 A 69 ANOS,MASCULINO,J440,X,4
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,FEMININO,E148,IV,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,FEMININO,I219,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,FEMININO,I269,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,FEMININO,I500,IX,5
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,FEMININO,I64,IX,3
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,FEMININO,I678,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,FEMININO,J189,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,FEMININO,J440,X,2
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,FEMININO,R092,XVIII,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,MASCULINO,C61,II,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,MASCULINO,C760,II,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,MASCULINO,I219,IX,2
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,MASCULINO,I269,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,MASCULINO,I500,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,MASCULINO,J189,X,2
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,MASCULINO,J440,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,MASCULINO,J449,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,MASCULINO,K403,XI,1
Inhumas,GO,NerÃ³polis,GO,2011.0,70 A 79 ANOS,MASCULINO,K920,XI,1
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,FEMININO,E43,IV,1
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,FEMININO,I219,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,FEMININO,I420,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,FEMININO,I500,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,FEMININO,I64,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,FEMININO,J189,X,5
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,FEMININO,J440,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,MASCULINO,B572,I,2
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,MASCULINO,I517,IX,1
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,MASCULINO,J189,X,2
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,MASCULINO,J440,X,3
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,MASCULINO,J449,X,1
Inhumas,GO,NerÃ³polis,GO,2011.0,80 ANOS E MAIS,MASCULINO,J90,X,1
Inhumas,GO,Petrolina de GoiÃ¡s,GO,2011.0,60 A 69 ANOS,MASCULINO,V892,XX,1
Inhumas,GO,Santa Rosa de GoiÃ¡s,GO,2011.0,60 A 69 ANOS,MASCULINO,K922,XI,1
Inhumas,GO,Senador Canedo,GO,2011.0,20 A 29 ANOS,MASCULINO,X099,XX,1
Inhumas,GO,Senador Canedo,GO,2011.0,50 A 59 ANOS,MASCULINO,J459,X,1
Inhumas,GO,AnÃ¡polis,GO,2012.0,40 A 49 ANOS,MASCULINO,V279,XX,1
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2012.0,50 A 59 ANOS,MASCULINO,J189,X,1
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,MASCULINO,C349,II,1
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,J189,X,1
Inhumas,GO,AvelinÃ³polis,GO,2012.0,40 A 49 ANOS,MASCULINO,I251,IX,1
Inhumas,GO,Barreiras,BA,2012.0,70 A 79 ANOS,FEMININO,E149,IV,1
Inhumas,GO,Belo Horizonte,MG,2012.0,70 A 79 ANOS,FEMININO,W119,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,01 A 04 ANOS,FEMININO,C729,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,01 A 04 ANOS,FEMININO,Q249,XVII,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,05 A 09 ANOS,MASCULINO,G919,VI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,05 A 09 ANOS,MASCULINO,K566,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,10 A 14 ANOS,FEMININO,C749,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,10 A 14 ANOS,MASCULINO,A90,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,10 A 14 ANOS,MASCULINO,C729,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,10 A 14 ANOS,MASCULINO,G809,VI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,10 A 14 ANOS,MASCULINO,J189,X,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,15 A 19 ANOS,MASCULINO,C859,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,15 A 19 ANOS,MASCULINO,V892,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,20 A 29 ANOS,FEMININO,X959,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,20 A 29 ANOS,MASCULINO,B207,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,20 A 29 ANOS,MASCULINO,V892,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,30 A 39 ANOS,FEMININO,A90,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,30 A 39 ANOS,FEMININO,B200,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,30 A 39 ANOS,FEMININO,M321,XIII,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,30 A 39 ANOS,MASCULINO,B207,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,30 A 39 ANOS,MASCULINO,C765,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,30 A 39 ANOS,MASCULINO,I219,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,30 A 39 ANOS,MASCULINO,G35,VI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,30 A 39 ANOS,MASCULINO,J189,X,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,30 A 39 ANOS,MASCULINO,V892,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,40 A 49 ANOS,FEMININO,A419,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,40 A 49 ANOS,FEMININO,C187,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,40 A 49 ANOS,FEMININO,I710,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,40 A 49 ANOS,FEMININO,J440,X,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,40 A 49 ANOS,FEMININO,N189,XIV,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,40 A 49 ANOS,MASCULINO,B207,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,40 A 49 ANOS,MASCULINO,I609,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,40 A 49 ANOS,MASCULINO,J189,X,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,40 A 49 ANOS,MASCULINO,J841,X,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,40 A 49 ANOS,MASCULINO,X959,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,50 A 59 ANOS,FEMININO,C509,II,2
Inhumas,GO,GoiÃ¢nia,GO,2012.0,50 A 59 ANOS,FEMININO,C80,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,50 A 59 ANOS,FEMININO,I48,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,50 A 59 ANOS,FEMININO,I711,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,50 A 59 ANOS,FEMININO,K850,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,50 A 59 ANOS,FEMININO,X979,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,50 A 59 ANOS,MASCULINO,C349,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,50 A 59 ANOS,MASCULINO,I120,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,50 A 59 ANOS,MASCULINO,I330,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,50 A 59 ANOS,MASCULINO,V031,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,FEMININO,C187,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,FEMININO,C240,II,2
Inhumas,GO,GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,FEMININO,C259,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,FEMININO,J449,X,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,MASCULINO,C61,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,MASCULINO,C80,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,MASCULINO,C97,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,MASCULINO,E145,IV,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,MASCULINO,I609,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,MASCULINO,M869,XIII,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,60 A 69 ANOS,MASCULINO,V284,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,FEMININO,A419,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,FEMININO,B572,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,FEMININO,B573,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,FEMININO,C189,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,FEMININO,C509,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,FEMININO,I219,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,FEMININO,I248,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,FEMININO,W019,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,B200,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,C169,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,C189,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,C259,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,C329,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,C349,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,E149,IV,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,I120,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,I251,IX,2
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,I349,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,I500,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,I501,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,G060,VI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,J841,X,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,Q273,XVII,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,V021,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,70 A 79 ANOS,MASCULINO,V445,XX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,FEMININO,B573,I,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,FEMININO,C189,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,FEMININO,D320,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,FEMININO,K562,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,FEMININO,K572,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,MASCULINO,C61,II,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,MASCULINO,E149,IV,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,MASCULINO,I219,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,MASCULINO,I420,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,MASCULINO,I694,IX,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,MASCULINO,K560,XI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,80 ANOS E MAIS,MASCULINO,N19,XIV,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,NÃƒO INFORMADO,FEMININO,J189,X,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,NÃƒO INFORMADO,FEMININO,P369,XVI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,NÃƒO INFORMADO,FEMININO,P77,XVI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,NÃƒO INFORMADO,MASCULINO,P000,XVI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,NÃƒO INFORMADO,MASCULINO,P220,XVI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,NÃƒO INFORMADO,MASCULINO,P269,XVI,1
Inhumas,GO,GoiÃ¢nia,GO,2012.0,NÃƒO INFORMADO,MASCULINO,Q249,XVII,1
Inhumas,GO,Goianira,GO,2012.0,30 A 39 ANOS,MASCULINO,V289,XX,1
Inhumas,GO,Indiara,GO,2012.0,30 A 39 ANOS,FEMININO,V892,XX,1
Inhumas,GO,Inhumas,GO,2012.0,05 A 09 ANOS,FEMININO,I614,IX,1
Inhumas,GO,Inhumas,GO,2012.0,10 A 14 ANOS,MASCULINO,Y094,XX,1
Inhumas,GO,Inhumas,GO,2012.0,15 A 19 ANOS,MASCULINO,F192,V,1
Inhumas,GO,Inhumas,GO,2012.0,15 A 19 ANOS,MASCULINO,V039,XX,1
Inhumas,GO,Inhumas,GO,2012.0,15 A 19 ANOS,MASCULINO,X994,XX,1
Inhumas,GO,Inhumas,GO,2012.0,15 A 19 ANOS,MASCULINO,X998,XX,1
Inhumas,GO,Inhumas,GO,2012.0,20 A 29 ANOS,FEMININO,V489,XX,1
Inhumas,GO,Inhumas,GO,2012.0,20 A 29 ANOS,FEMININO,X954,XX,1
Inhumas,GO,Inhumas,GO,2012.0,20 A 29 ANOS,MASCULINO,J81,X,1
Inhumas,GO,Inhumas,GO,2012.0,20 A 29 ANOS,MASCULINO,V892,XX,1
Inhumas,GO,Inhumas,GO,2012.0,20 A 29 ANOS,MASCULINO,X688,XX,1
Inhumas,GO,Inhumas,GO,2012.0,20 A 29 ANOS,MASCULINO,X954,XX,3
Inhumas,GO,Inhumas,GO,2012.0,20 A 29 ANOS,MASCULINO,X958,XX,1
Inhumas,GO,Inhumas,GO,2012.0,20 A 29 ANOS,MASCULINO,X994,XX,1
Inhumas,GO,Inhumas,GO,2012.0,30 A 39 ANOS,FEMININO,F99,V,1
Inhumas,GO,Inhumas,GO,2012.0,30 A 39 ANOS,FEMININO,K746,XI,1
Inhumas,GO,Inhumas,GO,2012.0,30 A 39 ANOS,MASCULINO,E149,IV,1
Inhumas,GO,Inhumas,GO,2012.0,30 A 39 ANOS,MASCULINO,I281,IX,1
Inhumas,GO,Inhumas,GO,2012.0,30 A 39 ANOS,MASCULINO,G049,VI,1
Inhumas,GO,Inhumas,GO,2012.0,30 A 39 ANOS,MASCULINO,J189,X,2
Inhumas,GO,Inhumas,GO,2012.0,30 A 39 ANOS,MASCULINO,V274,XX,1
Inhumas,GO,Inhumas,GO,2012.0,30 A 39 ANOS,MASCULINO,V485,XX,1
Inhumas,GO,Inhumas,GO,2012.0,30 A 39 ANOS,MASCULINO,W698,XX,1
Inhumas,GO,Inhumas,GO,2012.0,30 A 39 ANOS,MASCULINO,X954,XX,1
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,FEMININO,B572,I,1
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,FEMININO,C509,II,1
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,FEMININO,E149,IV,1
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,FEMININO,I219,IX,1
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,FEMININO,R092,XVIII,1
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,FEMININO,Y294,XX,1
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,MASCULINO,C229,II,1
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,MASCULINO,C788,II,1
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,MASCULINO,E149,IV,1
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,MASCULINO,I219,IX,3
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,MASCULINO,K746,XI,1
Inhumas,GO,Inhumas,GO,2012.0,40 A 49 ANOS,MASCULINO,V134,XX,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,C19,II,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,E149,IV,2
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,I219,IX,2
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,I678,IX,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,I694,IX,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,G122,VI,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,J189,X,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,J439,X,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,J440,X,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,J449,X,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,K350,XI,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,FEMININO,X959,XX,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,B572,I,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,C959,II,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,E146,IV,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,E669,IV,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,I219,IX,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,I420,IX,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,I500,IX,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,I619,IX,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,I64,IX,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,G409,VI,2
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,J189,X,1
Inhumas,GO,Inhumas,GO,2012.0,50 A 59 ANOS,MASCULINO,J690,X,1
