Municipio_residencia,Estado_residencia,Municipio_ocorrencia,Estado_ocorrencia,ano,faixa_etaria,sexo,Cod_CID_10,dcid_capitulo,total_obitos,DESCRICAO
Inhumas,GO,NerÃ³polis,GO,2015.0,80 ANOS E MAIS,FEMININO,I219,IX,1,Infarto agudo do miocárdio
Inhumas,GO,NerÃ³polis,GO,2015.0,80 ANOS E MAIS,FEMININO,I509,IX,1,Insuficiência cardíaca
Inhumas,GO,NerÃ³polis,GO,2015.0,80 ANOS E MAIS,FEMININO,J440,X,1,Outras doenças pulmonares obstrutivas crônicas
Inhumas,GO,NerÃ³polis,GO,2015.0,80 ANOS E MAIS,MASCULINO,C61,II,2,Neoplasia maligna da próstata
Inhumas,GO,NerÃ³polis,GO,2015.0,80 ANOS E MAIS,MASCULINO,I500,IX,1,Insuficiência cardíaca
Inhumas,GO,NerÃ³polis,GO,2015.0,80 ANOS E MAIS,MASCULINO,I619,IX,1,Hemorragia intracerebral
Inhumas,GO,NerÃ³polis,GO,2015.0,80 ANOS E MAIS,MASCULINO,J440,X,2,Outras doenças pulmonares obstrutivas crônicas
Inhumas,GO,NerÃ³polis,GO,2015.0,80 ANOS E MAIS,MASCULINO,J90,X,1,Derrame pleural não classificado em outra parte
Inhumas,GO,NerÃ³polis,GO,2015.0,80 ANOS E MAIS,MASCULINO,N40,XIV,1,Hiperplasia da próstata
Inhumas,GO,Trindade,GO,2015.0,15 A 19 ANOS,MASCULINO,X954,XX,1,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Inhumas,GO,AnÃ¡polis,GO,2016.0,40 A 49 ANOS,FEMININO,V892,XX,2,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
Inhumas,GO,AnÃ¡polis,GO,2016.0,50 A 59 ANOS,MASCULINO,V299,XX,2,Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Inhumas,GO,Anicuns,GO,2016.0,40 A 49 ANOS,FEMININO,X784,XX,2,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,FEMININO,B690,I,1,Cisticercose
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,MASCULINO,I10,IX,1,Hipertensão essencial (primária)
Inhumas,GO,Aparecida de GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,I619,IX,1,Hemorragia intracerebral
Inhumas,GO,AraÃ§u,GO,2016.0,60 A 69 ANOS,MASCULINO,X958,XX,2,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Inhumas,GO,BrasÃ­lia,DF,2016.0,30 A 39 ANOS,MASCULINO,X954,XX,2,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Inhumas,GO,BrasÃ­lia,DF,2016.0,50 A 59 ANOS,MASCULINO,K746,XI,1,Fibrose e cirrose hepáticas
Inhumas,GO,CaturaÃ­,GO,2016.0,30 A 39 ANOS,MASCULINO,X998,XX,2,Agressão por meio de objeto cortante ou penetrante
Inhumas,GO,GoiÃ¢nia,GO,2016.0,01 A 04 ANOS,MASCULINO,G809,VI,1,Paralisia cerebral
Inhumas,GO,GoiÃ¢nia,GO,2016.0,10 A 14 ANOS,MASCULINO,D689,III,1,Outros defeitos da coagulação
Inhumas,GO,GoiÃ¢nia,GO,2016.0,15 A 19 ANOS,FEMININO,D688,III,1,Outros defeitos da coagulação
Inhumas,GO,GoiÃ¢nia,GO,2016.0,15 A 19 ANOS,MASCULINO,C729,II,1,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,15 A 19 ANOS,MASCULINO,V093,XX,2,Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados
Inhumas,GO,GoiÃ¢nia,GO,2016.0,15 A 19 ANOS,MASCULINO,X959,XX,2,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Inhumas,GO,GoiÃ¢nia,GO,2016.0,20 A 29 ANOS,FEMININO,O96,XV,1,"Morte, por qualquer causa obstétrica, que ocorre mais de 42 dias, mas menos de 1 ano, após o parto"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,20 A 29 ANOS,MASCULINO,B207,I,1,"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,20 A 29 ANOS,MASCULINO,C629,II,1,Neoplasia maligna dos testículos
Inhumas,GO,GoiÃ¢nia,GO,2016.0,20 A 29 ANOS,MASCULINO,C819,II,1,Doença de Hodgkin
Inhumas,GO,GoiÃ¢nia,GO,2016.0,30 A 39 ANOS,FEMININO,C189,II,1,Neoplasia maligna do cólon
Inhumas,GO,GoiÃ¢nia,GO,2016.0,30 A 39 ANOS,FEMININO,C509,II,1,Neoplasia maligna da mama
Inhumas,GO,GoiÃ¢nia,GO,2016.0,30 A 39 ANOS,FEMININO,I260,IX,1,Embolia pulmonar
Inhumas,GO,GoiÃ¢nia,GO,2016.0,30 A 39 ANOS,MASCULINO,B206,I,1,"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,30 A 39 ANOS,MASCULINO,C717,II,1,Neoplasia maligna do encéfalo
Inhumas,GO,GoiÃ¢nia,GO,2016.0,30 A 39 ANOS,MASCULINO,V892,XX,2,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,FEMININO,A09,I,1,Diarréia e gastroenterite de origem infecciosa presumível
Inhumas,GO,GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,FEMININO,C260,II,1,Neoplasia maligna de outros órgãos digestivos e de localizações mal definidas no aparelho digestivo
Inhumas,GO,GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,FEMININO,C439,II,1,Melanoma maligno da pele
Inhumas,GO,GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,FEMININO,C509,II,1,Neoplasia maligna da mama
Inhumas,GO,GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,FEMININO,C729,II,1,"Neoplasia maligna da medula espinhal, dos nervos cranianos e de outras partes do sistema nervoso central"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,FEMININO,N390,XIV,1,Outros transtornos do trato urinário
Inhumas,GO,GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,MASCULINO,C211,II,1,Neoplasia maligna do ânus e do canal anal
Inhumas,GO,GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,MASCULINO,C837,II,1,Linfoma não-Hodgkin difuso
Inhumas,GO,GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,MASCULINO,N390,XIV,1,Outros transtornos do trato urinário
Inhumas,GO,GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,MASCULINO,V134,XX,2,"Ciclista traumatizado em colisão com um automóvel, ""pick up"" ou caminhonete"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,40 A 49 ANOS,MASCULINO,W559,XX,2,Mordedura ou golpe provocado por outros animais mamíferos
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,FEMININO,B207,I,1,"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,FEMININO,N189,XIV,1,Insuficiência renal crônica
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,FEMININO,W209,XX,2,"Impacto causado por objeto lançado, projetado ou em queda"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,MASCULINO,B182,I,1,Hepatite viral crônica
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,MASCULINO,B201,I,1,"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,MASCULINO,B207,I,1,"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,MASCULINO,C159,II,2,Neoplasia maligna do esôfago
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,MASCULINO,C169,II,1,Neoplasia maligna do estômago
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,MASCULINO,C349,II,1,Neoplasia maligna dos brônquios e dos pulmões
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,MASCULINO,I678,IX,2,Outras doenças cerebrovasculares
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,MASCULINO,K579,XI,1,Doença diverticular do intestino
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,MASCULINO,K729,XI,1,Insuficiência hepática não classificada em outra parte
Inhumas,GO,GoiÃ¢nia,GO,2016.0,50 A 59 ANOS,MASCULINO,V892,XX,2,"Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,B572,I,2,Doença de Chagas
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,C539,II,1,Neoplasia maligna do colo do útero
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,C719,II,1,Neoplasia maligna do encéfalo
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,C920,II,1,Leucemia mielóide
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,D683,III,1,Outros defeitos da coagulação
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,I059,IX,1,Doenças reumáticas da valva mitral
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,I678,IX,1,Outras doenças cerebrovasculares
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,K509,XI,1,Doença de Crohn [enterite regional]
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,K566,XI,1,Íleo paralítico e obstrução intestinal sem hérnia
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,K631,XI,1,Outras doenças do intestino
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,K746,XI,1,Fibrose e cirrose hepáticas
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,FEMININO,N390,XIV,1,Outros transtornos do trato urinário
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,B207,I,1,"Doença pelo vírus da imunodeficiência humana [HIV], resultando em doenças infecciosas e parasitárias"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,C188,II,1,Neoplasia maligna do cólon
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,C349,II,2,Neoplasia maligna dos brônquios e dos pulmões
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,C61,II,2,Neoplasia maligna da próstata
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,I131,IX,1,Doença cardíaca e renal hipertensiva
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,I678,IX,1,Outras doenças cerebrovasculares
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,K746,XI,1,Fibrose e cirrose hepáticas
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,K800,XI,1,Colelitíase
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,K830,XI,1,Outras doenças das vias biliares
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,R99,XVIII,1,Outras causas mal definidas e as não especificadas de mortalidade
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,V284,XX,2,Motociclista traumatizado em um acidente de transporte sem colisão
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,W189,XX,2,Outras quedas no mesmo nível
Inhumas,GO,GoiÃ¢nia,GO,2016.0,60 A 69 ANOS,MASCULINO,W449,XX,2,Penetração de corpo estranho no ou através de olho ou orifício natural
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,B573,I,1,Doença de Chagas
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,C80,II,1,"Neoplasia maligna, sem especificação de localização"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,E039,IV,1,Outros hipotireoidismos
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,E878,IV,1,Outros transtornos do equilíbrio hidroeletrolítico e ácido-básico
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,I219,IX,1,Infarto agudo do miocárdio
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,I509,IX,1,Insuficiência cardíaca
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,I619,IX,1,Hemorragia intracerebral
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,I64,IX,1,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,J189,X,1,Pneumonia por microorganismo não especificada
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,K430,XI,1,Hérnia ventral
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,K566,XI,1,Íleo paralítico e obstrução intestinal sem hérnia
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,K802,XI,1,Colelitíase
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,K810,XI,1,Colecistite
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,N189,XIV,1,Insuficiência renal crônica
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,V486,XX,2,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,FEMININO,W189,XX,2,Outras quedas no mesmo nível
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,B573,I,1,Doença de Chagas
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,C61,II,1,Neoplasia maligna da próstata
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,I120,IX,1,Doença renal hipertensiva
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,I219,IX,1,Infarto agudo do miocárdio
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,I509,IX,1,Insuficiência cardíaca
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,I694,IX,1,Seqüelas de doenças cerebrovasculares
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,I711,IX,1,Aneurisma e dissecção da aorta
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,J440,X,2,Outras doenças pulmonares obstrutivas crônicas
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,J449,X,1,Outras doenças pulmonares obstrutivas crônicas
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,J690,X,1,Pneumonite devida a sólidos e líquidos
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,K550,XI,1,Transtornos vasculares do intestino
Inhumas,GO,GoiÃ¢nia,GO,2016.0,70 A 79 ANOS,MASCULINO,W180,XX,2,Outras quedas no mesmo nível
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,B573,I,1,Doença de Chagas
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,I219,IX,1,Infarto agudo do miocárdio
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,I251,IX,1,Doença isquêmica crônica do coração
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,I509,IX,1,Insuficiência cardíaca
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,I678,IX,1,Outras doenças cerebrovasculares
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,I694,IX,1,Seqüelas de doenças cerebrovasculares
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,J189,X,1,Pneumonia por microorganismo não especificada
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,J439,X,1,Enfisema
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,K579,XI,1,Doença diverticular do intestino
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,N039,XIV,1,Síndrome nefrítica crônica
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,N390,XIV,1,Outros transtornos do trato urinário
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,W069,XX,2,Queda de um leito
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,FEMININO,W189,XX,2,Outras quedas no mesmo nível
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,A419,I,1,Outras septicemias
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,C159,II,1,Neoplasia maligna do esôfago
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,C349,II,1,Neoplasia maligna dos brônquios e dos pulmões
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,D469,II,1,Síndromes mielodisplásicas
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,I249,IX,1,Outras doenças isquêmicas agudas do coração
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,I251,IX,1,Doença isquêmica crônica do coração
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,I64,IX,1,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,I678,IX,1,Outras doenças cerebrovasculares
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,I694,IX,1,Seqüelas de doenças cerebrovasculares
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,J449,X,1,Outras doenças pulmonares obstrutivas crônicas
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,K729,XI,1,Insuficiência hepática não classificada em outra parte
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,N390,XIV,1,Outros transtornos do trato urinário
Inhumas,GO,GoiÃ¢nia,GO,2016.0,80 ANOS E MAIS,MASCULINO,W189,XX,2,Outras quedas no mesmo nível
Inhumas,GO,GoiÃ¢nia,GO,2016.0,IDADE IGNORADA,FEMININO,P003,XVI,2,"Feto e recém-nascido afetados por afecções maternas, não obrigatoriamente relacionadas com a gravidez atual"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,IDADE IGNORADA,FEMININO,Q913,XVII,2,Síndrome de Edwards e síndrome de Patau
Inhumas,GO,GoiÃ¢nia,GO,2016.0,IDADE IGNORADA,MASCULINO,G919,VI,2,Hidrocefalia
Inhumas,GO,GoiÃ¢nia,GO,2016.0,IDADE IGNORADA,MASCULINO,P000,XVI,2,"Feto e recém-nascido afetados por afecções maternas, não obrigatoriamente relacionadas com a gravidez atual"
Inhumas,GO,GoiÃ¢nia,GO,2016.0,IDADE IGNORADA,MASCULINO,P072,XVI,2,Transtornos relacionados com a gestação de curta duração e peso baixo ao nascer não classificados em outra parte
Inhumas,GO,GoiÃ¢nia,GO,2016.0,IDADE IGNORADA,MASCULINO,Q249,XVII,4,Outras malformações congênitas do coração
Inhumas,GO,Goianira,GO,2016.0,60 A 69 ANOS,FEMININO,I269,IX,1,Embolia pulmonar
Inhumas,GO,HeitoraÃ­,GO,2016.0,60 A 69 ANOS,MASCULINO,I219,IX,1,Infarto agudo do miocárdio
Inhumas,GO,Imperatriz,MA,2016.0,30 A 39 ANOS,MASCULINO,X954,XX,2,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Inhumas,GO,Inhumas,GO,2016.0,01 A 04 ANOS,FEMININO,V489,XX,2,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão
Inhumas,GO,Inhumas,GO,2016.0,05 A 09 ANOS,MASCULINO,A09,I,1,Diarréia e gastroenterite de origem infecciosa presumível
Inhumas,GO,Inhumas,GO,2016.0,15 A 19 ANOS,MASCULINO,X954,XX,2,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Inhumas,GO,Inhumas,GO,2016.0,15 A 19 ANOS,MASCULINO,X959,XX,2,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,FEMININO,V234,XX,2,"Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete"
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,FEMININO,V476,XX,2,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,FEMININO,X918,XX,2,"Agressão por meio de enforcamento, estrangulamento e sufocação"
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,MASCULINO,I10,IX,1,Hipertensão essencial (primária)
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,MASCULINO,L89,XII,1,Úlcera de decúbito
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,MASCULINO,V470,XX,2,Ocupante de um automóvel [carro] traumatizado em colisão com um objeto fixo ou parado
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,MASCULINO,V486,XX,2,Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,MASCULINO,X700,XX,2,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,MASCULINO,X950,XX,2,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,MASCULINO,X954,XX,10,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,MASCULINO,X959,XX,6,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,MASCULINO,X994,XX,2,Agressão por meio de objeto cortante ou penetrante
Inhumas,GO,Inhumas,GO,2016.0,20 A 29 ANOS,MASCULINO,X998,XX,2,Agressão por meio de objeto cortante ou penetrante
Inhumas,GO,Inhumas,GO,2016.0,30 A 39 ANOS,FEMININO,C119,II,1,Neoplasia maligna da nasofaringe
Inhumas,GO,Inhumas,GO,2016.0,30 A 39 ANOS,FEMININO,I219,IX,1,Infarto agudo do miocárdio
Inhumas,GO,Inhumas,GO,2016.0,30 A 39 ANOS,FEMININO,I829,IX,1,Outra embolia e trombose venosas
Inhumas,GO,Inhumas,GO,2016.0,30 A 39 ANOS,FEMININO,N280,XIV,1,Outros transtornos do rim e do ureter não classificado em outra parte
Inhumas,GO,Inhumas,GO,2016.0,30 A 39 ANOS,MASCULINO,K746,XI,1,Fibrose e cirrose hepáticas
Inhumas,GO,Inhumas,GO,2016.0,30 A 39 ANOS,MASCULINO,K852,XI,1,Pancreatite aguda
Inhumas,GO,Inhumas,GO,2016.0,30 A 39 ANOS,MASCULINO,W136,XX,2,Queda de ou para fora de edifícios ou outras estruturas
Inhumas,GO,Inhumas,GO,2016.0,30 A 39 ANOS,MASCULINO,W557,XX,2,Mordedura ou golpe provocado por outros animais mamíferos
Inhumas,GO,Inhumas,GO,2016.0,30 A 39 ANOS,MASCULINO,X707,XX,2,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
Inhumas,GO,Inhumas,GO,2016.0,30 A 39 ANOS,MASCULINO,X954,XX,4,Agressão por meio de disparo de outra arma de fogo ou de arma não especificada
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,FEMININO,C349,II,1,Neoplasia maligna dos brônquios e dos pulmões
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,FEMININO,C80,II,1,"Neoplasia maligna, sem especificação de localização"
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,FEMININO,I219,IX,2,Infarto agudo do miocárdio
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,FEMININO,I64,IX,1,"Acidente vascular cerebral, não especificado como hemorrágico ou isquêmico"
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,FEMININO,J459,X,1,Asma
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,MASCULINO,C109,II,1,Neoplasia maligna da orofaringe
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,MASCULINO,I219,IX,3,Infarto agudo do miocárdio
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,MASCULINO,I251,IX,1,Doença isquêmica crônica do coração
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,MASCULINO,X680,XX,2,"Auto-intoxicação por e exposição, intencional, a pesticidas"
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,MASCULINO,X704,XX,2,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,MASCULINO,X708,XX,2,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação"
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,MASCULINO,X994,XX,2,Agressão por meio de objeto cortante ou penetrante
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,MASCULINO,X999,XX,2,Agressão por meio de objeto cortante ou penetrante
Inhumas,GO,Inhumas,GO,2016.0,40 A 49 ANOS,MASCULINO,Y040,XX,2,Agressão por meio de força corporal
Inhumas,GO,Inhumas,GO,2016.0,50 A 59 ANOS,FEMININO,C159,II,1,Neoplasia maligna do esôfago
